redshift_z,scale_factor_a,lambda_cdm_w,cdfd_residual_w,delta_vac,rho_lambda_eff_proxy
0.833976833976834,0.5452631578947368,-1.0,-1.0098963308282654,0.005212029003657696,0.9986412871673283
0.8455598455598455,0.5418410041841004,-1.0,-1.0096404707793323,0.004815641627436466,0.9986388723276354
0.8571428571428571,0.5384615384615384,-1.0,-1.0093855859764456,0.0044209188920656395,0.9986366411423254
0.8687258687258687,0.5351239669421488,-1.0,-1.0091312807768336,0.004027919419090052,0.998634592840136
0.8803088803088802,0.5318275154004106,-1.0,-1.0088771820508957,0.003636700731569062,0.9986327266226446
0.8918918918918919,0.5285714285714286,-1.0,-1.0086229419315682,0.0032473192564784256,0.9986310416647767
0.9034749034749034,0.5253549695740365,-1.0,-1.0083682398592126,0.002859830327303383,0.9986295371153142
0.915057915057915,0.5221774193548387,-1.0,-1.008112783983648,0.002474288186819922,0.9986282120974019
0.9266409266409266,0.5190380761523047,-1.0,-1.0078563119898443,0.0020907459900612706,0.9986270657090528
0.9382239382239381,0.5159362549800797,-1.0,-1.0075985914162946,0.0017092558074667322,0.998626097023652
0.9498069498069498,0.5128712871287129,-1.0,-1.0073394195354481,0.0013298686282097252,0.9986253050904593
0.9613899613899614,0.5098425196850394,-1.0,-1.0070786228641633,0.0009526343637022323,0.9986246889351104
0.9729729729729729,0.5068493150684932,-1.0,-1.0068160563692141,0.0005776018512725634,0.9986242475601156
0.9845559845559845,0.5038910505836576,-1.0,-1.006551602428796,0.00020481885801358277,0.9986239799453583
0.996138996138996,0.5009671179883947,-1.0,-1.006285169606016,-0.00016566791520165706,0.9986238850485901
1.0077220077220077,0.4980769230769231,-1.0,-1.006016691284824,-0.0005338128295397596,0.9986239618059253
1.0193050193050193,0.4952198852772467,-1.0,-1.0057461242129608,-0.0008995713038652837,0.9986242091323329
1.0308880308880308,0.4923954372623574,-1.0,-1.0054734469905342,-0.0012628998102404698,0.9986246259221261
1.0424710424710424,0.48960302457466914,-1.0,-1.0051986585369417,-0.0016237558692692635,0.9986252110494513
1.054054054054054,0.4868421052631579,-1.0,-1.0049217765631995,-0.00198209804528862,0.998625963368773
1.0656370656370655,0.48411214953271037,-1.0,-1.0046428360714406,-0.002337885941410026,0.9986268817153577
1.077220077220077,0.4814126394052045,-1.0,-1.004361887898484,-0.0026910801944141083,0.9986279649057552
1.0888030888030888,0.4787430683918669,-1.0,-1.0040789973160178,-0.00304164246950131,0.9986292117382778
1.1003861003861004,0.4761029411764705,-1.0,-1.0037942426961153,-0.0033895354549014194,0.998630620993476
1.111969111969112,0.473491773308958,-1.0,-1.0035077142475075,-0.0037347228563450463,0.9986321914346133
1.1235521235521235,0.47090909090909094,-1.0,-1.003219512825288,-0.004077169391399701,0.9986339218081376
1.135135135135135,0.46835443037974683,-1.0,-1.0029297488144708,-0.004416840783673518,0.998635810844149
1.1467181467181466,0.4658273381294964,-1.0,-1.002638541086041,-0.004753703756889412,0.9986378572568674
1.1583011583011582,0.4633273703041145,-1.0,-1.0023460160227977,-0.005087726028832578,0.9986400597450945
1.1698841698841698,0.46085409252669046,-1.0,-1.0020523066113094,-0.005418876305174121,0.9986424169926754
1.1814671814671813,0.45840707964601773,-1.0,-1.001757551595669,-0.005747124273173666,0.9986449276689557
1.1930501930501929,0.45598591549295775,-1.0,-1.0014618946883747,-0.006072440595263828,0.9986475904292368
1.2046332046332047,0.4535901926444833,-1.0,-1.0011654838335398,-0.006394796902519268,0.9986504039152269
1.2162162162162162,0.45121951219512196,-1.0,-1.0008684705176907,-0.006714165788013159,0.9986533667554905
1.2277992277992278,0.44887348353552864,-1.0,-1.0005710091236124,-0.0070305208000639215,0.9986564775658943
1.2393822393822393,0.44655172413793104,-1.0,-1.000273256323017,-0.007343836435374861,0.9986597349500488
1.250965250965251,0.44425385934819894,-1.0,-0.9999753705041822,-0.007654088132069585,0.9986631374997486
1.2625482625482625,0.44197952218430037,-1.0,-0.9996775112311398,-0.007961252262625892,0.9986666837954082
1.274131274131274,0.43972835314091685,-1.0,-0.9993798387314352,-0.008265306126710847,0.9986703724064951
1.2857142857142856,0.4375,-1.0,-0.9990825134099279,-0.008566227943919796,0.9986742018919592
1.2972972972972971,0.43529411764705883,-1.0,-0.998785695386537,-0.008863996846421996,0.9986781708006591
1.3088803088803087,0.43311036789297663,-1.0,-0.9984895440562436,-0.009158592871515556,0.9986822776717849
1.3204633204633205,0.43094841930116473,-1.0,-0.9981942176700331,-0.009449996954094314,0.9986865210352774
1.332046332046332,0.4288079470198676,-1.0,-0.997899872935803,-0.009738190919029355,0.9986908994122446
1.3436293436293436,0.42668863261943984,-1.0,-0.997606664638544,-0.010023157473467803,0.9986954113153731
1.3552123552123552,0.4245901639344262,-1.0,-0.9973147452793641,-0.010304880199051451,0.9987000552493377
1.3667953667953667,0.42251223491027734,-1.0,-0.9970242647331179,-0.01058334354405787,0.998704829711206
1.3783783783783783,0.4204545454545455,-1.0,-0.9967353699245783,-0.010858532815466579,0.9987097331908403
1.3899613899613898,0.4184168012924071,-1.0,-0.9964482045232075,-0.011130434170952825,0.9987147641712953
1.4015444015444014,0.41639871382636656,-1.0,-0.9961629086566693,-0.011399034610811536,0.9987199211292124
1.413127413127413,0.41440000000000005,-1.0,-0.9958796186432896,-0.011664321969813948,0.9987252025352097
1.4247104247104245,0.41242038216560517,-1.0,-0.9955984667436845,-0.011926284908999454,0.9987306068542691
1.4362934362934363,0.41045958795562604,-1.0,-0.9953195809317895,-0.012184912907405145,0.9987361325461187
1.4478764478764479,0.4085173501577287,-1.0,-0.9950430846854902,-0.012440196253735467,0.9987417780656125
1.4594594594594594,0.40659340659340654,-1.0,-0.9947690967970226,-0.012692126037974568,0.9987475418631047
1.471042471042471,0.40468750000000003,-1.0,-0.9944977312032544,-0.012940694142943632,0.998753422384821
1.4826254826254825,0.4027993779160187,-1.0,-0.9942290968358898,-0.013185893235805692,0.9987594180732271
1.494208494208494,0.40092879256965946,-1.0,-0.9939632974915739,-0.013427716759520295,0.9987655273673903
1.5057915057915057,0.39907550077041604,-1.0,-0.9937004317217814,-0.013666158924250377,0.9987717487033407
1.5173745173745172,0.397239263803681,-1.0,-0.9934405927423011,-0.013901214698723718,0.9987780805144253
1.5289575289575288,0.3954198473282443,-1.0,-0.9931838683620365,-0.014132879801551295,0.9987845212316603
1.5405405405405406,0.39361702127659576,-1.0,-0.9929303409307612,-0.01436115069250485,0.9987910692840779
1.5521235521235521,0.3918305597579425,-1.0,-0.9926800873053845,-0.01458602456375593,0.9987977230990706
1.5637065637065637,0.3900602409638554,-1.0,-0.9924331788342063,-0.01480749933107874,0.9988044811027295
1.5752895752895753,0.38830584707646176,-1.0,-0.9921896813585662,-0.015025573625018943,0.9988113417201802
1.5868725868725868,0.3865671641791045,-1.0,-0.9919496552312213,-0.01524024678203075,0.9988183033759138
1.5984555984555984,0.3848439821693908,-1.0,-0.9917131553507318,-0.015451518835584375,0.998825364494114
1.61003861003861,0.38313609467455617,-1.0,-0.9914802312110741,-0.01565939050724616,0.9988325234989799
1.6216216216216215,0.3814432989690722,-1.0,-0.9912509269656548,-0.015863863197733433,0.998839778815045
1.633204633204633,0.3797653958944282,-1.0,-0.9910252815048639,-0.016064938977946246,0.9988471288674918
1.6447876447876446,0.37810218978102195,-1.0,-0.990803328546268,-0.016262620579978182,0.9988545720824623
1.6563706563706564,0.376453488372093,-1.0,-0.9905850967365227,-0.016456911388108203,0.9988621068873642
1.667953667953668,0.3748191027496382,-1.0,-0.9903706097640695,-0.016647815429775663,0.9988697317111734
1.6795366795366795,0.37319884726224783,-1.0,-0.990159886481666,-0.01683533736654057,0.9988774449847316
1.691119691119691,0.37159253945480636,-1.0,-0.9899529410378035,-0.017019482485031042,0.9988852451410404
1.7027027027027026,0.37,-1.0,-0.9897497830160639,-0.017200256687879962,0.9988931306155509
1.7142857142857142,0.3684210526315789,-1.0,-0.98955041758148,-0.017377666484652887,0.9989010998464487
1.7258687258687258,0.36685552407932015,-1.0,-0.98935484563298,-0.017551718982769023,0.9989091512749358
1.7374517374517373,0.3653032440056418,-1.0,-0.9891630639610149,-0.017722421878417334,0.998917283345507
1.7490347490347489,0.36376404494382025,-1.0,-0.9889750654094955,-0.017889783447469578,0.9989254945062228
1.7606177606177604,0.3622377622377622,-1.0,-0.9887908390411922,-0.018053812536392218,0.9989337832089784
1.7722007722007722,0.3607242339832869,-1.0,-0.9886103703057869,-0.01821451855315902,0.9989421479097674
1.7837837837837838,0.3592233009708738,-1.0,-0.9884336412097989,-0.018371911458166173,0.9989505870689427
1.7953667953667953,0.3577348066298343,-1.0,-0.9882606304876481,-0.01852600175515178,0.9989590991514715
1.806949806949807,0.3562585969738652,-1.0,-0.9880913137731555,-0.018676800482121468,0.9989676826271883
1.8185328185328185,0.3547945205479452,-1.0,-0.9879256637708284,-0.018824319202281833,0.998976335971041
1.83011583011583,0.3533424283765348,-1.0,-0.9877636504263148,-0.01896856999498355,0.9989850576633355
1.8416988416988416,0.3519021739130435,-1.0,-0.9876052410954594,-0.01910956544667583,0.9989938461899741
1.8532818532818531,0.35047361299052776,-1.0,-0.9874504007114364,-0.019247318641873783,0.9990027000426907
1.8648648648648647,0.3490566037735849,-1.0,-0.9872990919494777,-0.019381843154140592,0.9990116177192815
1.8764478764478763,0.3476510067114094,-1.0,-0.9871512753887595,-0.01951315303708591,0.9990205977238317
1.888030888030888,0.3462566844919786,-1.0,-0.987006909671053,-0.019641262815382213,0.9990296385669376
1.8996138996138996,0.3448735019973369,-1.0,-0.9868659516557873,-0.01976618747580066,0.9990387387659255
1.9111969111969112,0.34350132625994695,-1.0,-0.9867283565712113,-0.019887942458268058,0.9990478968450649
1.9227799227799227,0.34214002642007924,-1.0,-0.9865940781613844,-0.020006543646946408,0.9990571113357791
1.9343629343629343,0.34078947368421053,-1.0,-0.9864630688287616,-0.020122007361336645,0.9990663807768511
1.9459459459459458,0.3394495412844037,-1.0,-0.9863352797721722,-0.020234350347407948,0.9990757037146246
1.9575289575289574,0.3381201044386423,-1.0,-0.9862106611200336,-0.020343589768754194,0.9990850787032026
1.969111969111969,0.3368010403120936,-1.0,-0.986089162058665,-0.02044974319777894,0.9990945043046399
1.9806949806949805,0.33549222797927464,-1.0,-0.9859707309556014,-0.020552828606910364,0.9991039790891331
1.992277992277992,0.3341935483870968,-1.0,-0.9858553154778392,-0.020652864359847565,0.9991135016352057
2.0038610038610036,0.3329048843187661,-1.0,-0.9857428627049649,-0.020749869202839607,0.9991230705298898
2.0154440154440154,0.33162612035851474,-1.0,-0.9856333192371498,-0.020843862255998612,0.9991326843689027
2.0270270270270268,0.3303571428571429,-1.0,-0.9855266312980113,-0.020934863004648266,0.9991423417568206
2.0386100386100385,0.3290978398983482,-1.0,-0.9854227448323662,-0.021022891290709042,0.9991520413072474
2.05019305019305,0.3278481012658228,-1.0,-0.9853216055989176,-0.021107967304121334,0.9991617816429805
2.0617760617760617,0.3266078184110971,-1.0,-0.9852231592579352,-0.021190111574307918,0.9991715613961717
2.0733590733590734,0.32537688442211055,-1.0,-0.9851273514540055,-0.021269344961676748,0.999181379208484
2.0849420849420848,0.32415519399249065,-1.0,-0.9850341278939388,-0.02134568864916546,0.9991912337312463
2.0965250965250966,0.3229426433915212,-1.0,-0.9849434344199359,-0.021419164133828737,0.9992011236256011
2.108108108108108,0.32173913043478264,-1.0,-0.9848552170781246,-0.021489793218469597,0.9992110475626516
2.1196911196911197,0.32054455445544555,-1.0,-0.9847694221825876,-0.02155759800331585,0.9992210042236022
2.131274131274131,0.3193588162762023,-1.0,-0.9846859963750092,-0.021622600877742752,0.9992309922998971
2.142857142857143,0.3181818181818182,-1.0,-0.9846048866800761,-0.021684824512042997,0.999241010493354
2.154440154440154,0.3170134638922889,-1.0,-0.984526040556772,-0.021744291849245048,0.999251057516294
2.166023166023166,0.31585365853658537,-1.0,-0.9844494059457093,-0.02180102609698091,0.9992611320916681
2.1776061776061777,0.31470230862697446,-1.0,-0.9843749313126464,-0.021855050719404294,0.9992712329531802
2.189189189189189,0.3135593220338983,-1.0,-0.9843025656883376,-0.02190638942916024,0.9992813588454055
2.200772200772201,0.31242460796139926,-1.0,-0.9842322587048677,-0.021955066179407103,0.9992915085239055
2.212355212355212,0.3112980769230769,-1.0,-0.9841639606286208,-0.022001105155891845,0.9993016807553399
2.223938223938224,0.31017964071856285,-1.0,-0.9840976223900348,-0.022044530769079616,0.9993118743175743
2.2355212355212353,0.3090692124105012,-1.0,-0.9840331956102903,-0.02208536764633846,0.999322087999784
2.247104247104247,0.3079667063020214,-1.0,-0.9839706326250826,-0.022123640624180076,0.9993323206025544
2.2586872586872584,0.306872037914692,-1.0,-0.983909886505621,-0.022159374740557437,0.9993425709379787
2.27027027027027,0.3057851239669422,-1.0,-0.9838509110770035,-0.022192595227220113,0.9993528378297504
2.281853281853282,0.30470588235294116,-1.0,-0.9837936609341014,-0.022223327502128187,0.9993631201132533
2.2934362934362933,0.30363423212192264,-1.0,-0.9837380914550968,-0.022251597161925374,0.9993734166356482
2.305019305019305,0.30257009345794394,-1.0,-0.9836841588128039,-0.022277429974472303,0.9993837262559548
2.3166023166023164,0.30151338766006985,-1.0,-0.983631819983906,-0.022300851871440604,0.9993940478451322
2.328185328185328,0.3004640371229698,-1.0,-0.983581032756234,-0.022321888940968496,0.9994043802861537
2.3397683397683395,0.2994219653179191,-1.0,-0.9835317557342093,-0.022340567420378668,0.99941472247408
2.3513513513513513,0.29838709677419356,-1.0,-0.9834839483425688,-0.02235691368895902,0.9994250733161282
2.3629343629343627,0.29735935706084965,-1.0,-0.983437570828487,-0.02237095426080707,0.9994354317317369
2.3745173745173744,0.2963386727688787,-1.0,-0.9833925842622037,-0.02238271577773847,0.9994457966526299
2.3861003861003858,0.29532497149372866,-1.0,-0.9833489505362625,-0.02239222500226041,0.9994561670228744
2.3976833976833976,0.2943181818181818,-1.0,-0.9833066323634632,-0.022399508810610445,0.9994665417989372
2.4092664092664093,0.2933182332955832,-1.0,-0.9832655932736218,-0.022404594185861305,0.9994769199497375
2.4208494208494207,0.2923250564334086,-1.0,-0.983225797609232,-0.022407508211092206,0.9994873004566963
2.4324324324324325,0.29133858267716534,-1.0,-0.9831872105201157,-0.02240827806262731,0.9994976823137824
2.444015444015444,0.29035874439461884,-1.0,-0.9831497979571465,-0.022406931003341728,0.9995080645275567
2.4555984555984556,0.2893854748603352,-1.0,-0.9831135266651252,-0.02240349437603561,0.9995184461172107
2.467181467181467,0.28841870824053456,-1.0,-0.9830783641748839,-0.02239799559687678,0.999528826114605
2.4787644787644787,0.2874583795782464,-1.0,-0.9830442787946891,-0.02239046214891239,0.9995392035643025
2.49034749034749,0.2865044247787611,-1.0,-0.983011239601012,-0.022380921575649984,0.9995495775235992
2.501930501930502,0.2855567805953694,-1.0,-0.9829792164287308,-0.0223694014747084,0.9995599470625532
2.5135135135135136,0.2846153846153846,-1.0,-0.9829481798608241,-0.02235592949153895,0.9995703112640086
2.525096525096525,0.28368017524644035,-1.0,-0.982918101217613,-0.022340533313217125,0.9995806692236187
2.5366795366795367,0.2827510917030568,-1.0,-0.9828889525456054,-0.022323240662305364,0.9995910200498641
2.548262548262548,0.2818280739934712,-1.0,-0.9828607066059922,-0.02230407929078706,0.9996013628640706
2.55984555984556,0.2809110629067245,-1.0,-0.9828333368628439,-0.022283076974072148,0.9996116968004216
2.571428571428571,0.28,-1.0,-0.9828068174710491,-0.0222602615050747,0.9996220210059694
2.583011583011583,0.2790948275862069,-1.0,-0.9827811232640398,-0.022235660688362614,0.9996323346406436
2.5945945945945943,0.27819548872180455,-1.0,-0.9827562297413376,-0.02220930233437981,0.999642636877256
2.606177606177606,0.2773019271948608,-1.0,-0.9827321130559612,-0.022181214253741095,0.9996529269015035
2.6177606177606174,0.27641408751334046,-1.0,-0.9827087500017252,-0.022151424251599994,0.9996632039119686
2.629343629343629,0.27553191489361706,-1.0,-0.9826861180004618,-0.02211996012208961,0.9996734671201161
2.640926640926641,0.27465535524920465,-1.0,-0.9826641950891954,-0.02208684964283692,0.9996837157502885
2.6525096525096523,0.273784355179704,-1.0,-0.9826429599072954,-0.022052120569550485,0.9996939490396982
2.664092664092664,0.27291886195995785,-1.0,-0.9826223916836324,-0.022015800630681814,0.9997041662384177
2.6756756756756754,0.2720588235294118,-1.0,-0.9826024702237586,-0.02197791752216057,0.9997143666093663
2.687258687258687,0.2712041884816754,-1.0,-0.982583175897136,-0.0219384989022036,0.9997245494282955
2.6988416988416986,0.27035490605427975,-1.0,-0.9825644896244291,-0.021897572386198036,0.9997347139837715
2.7104247104247103,0.2695109261186264,-1.0,-0.9825463928648801,-0.02185516554165849,0.999744859577155
2.7220077220077217,0.2686721991701245,-1.0,-0.9825288676037817,-0.021811305883258428,0.9997549855225797
2.7335907335907335,0.2678386763185109,-1.0,-0.9825118963400641,-0.021766020867935738,0.9997650911469271
2.7451737451737452,0.2670103092783505,-1.0,-0.9824954620740058,-0.021719337890072632,0.9997751757898004
2.7567567567567566,0.26618705035971224,-1.0,-0.9824795482950828,-0.02167128427674983,0.9997852388034946
2.7683397683397684,0.26536885245901637,-1.0,-0.9824641389699644,-0.021621887283075028,0.9997952795529664
2.7799227799227797,0.26455566905005107,-1.0,-0.9824492185306677,-0.0215711740875857,0.9998052974158003
2.7915057915057915,0.2637474541751528,-1.0,-0.9824347718628752,-0.021519171787726183,0.9998152917821729
2.803088803088803,0.2629441624365482,-1.0,-0.9824207842944269,-0.021465907395399022,0.9998252620548158
2.8146718146718146,0.26214574898785425,-1.0,-0.9824072415839902,-0.021411407832590504,0.9998352076489759
2.826254826254826,0.2613521695257316,-1.0,-0.9823941299099145,-0.02135569992707035,0.9998451279923732
2.8378378378378377,0.2605633802816901,-1.0,-0.9823814358592758,-0.021298810408165458,0.999855022525158
2.849420849420849,0.2597793380140421,-1.0,-0.9823691464171134,-0.02124076590260762,0.9998648906998644
2.861003861003861,0.259,-1.0,-0.9823572489558633,-0.021181592930455108,0.9998747319813637
2.8725868725868726,0.25822532402791626,-1.0,-0.9823457312249911,-0.02112131790108803,0.9998845458468141
2.884169884169884,0.25745526838966204,-1.0,-0.9823345813408262,-0.02105996710927726,0.99989433178561
2.8957528957528957,0.2566897918731417,-1.0,-0.9823237877765976,-0.020997566731326845,0.9999040892993286
2.907335907335907,0.25592885375494073,-1.0,-0.982313339352675,-0.020934142821289782,0.9999138179016751
2.918918918918919,0.25517241379310346,-1.0,-0.9823032252270121,-0.020869721307256853,0.9999235171184263
2.93050193050193,0.2544204322200393,-1.0,-0.9822934348857963,-0.020804327987718467,0.9999331864873717
2.942084942084942,0.25367286973555336,-1.0,-0.9822839581343014,-0.020737988527999244,0.9999428255582541
2.9536679536679533,0.2529296875,-1.0,-0.9822747850879426,-0.020670728456765177,0.9999524338927073
2.965250965250965,0.252190847127556,-1.0,-0.9822659061635372,-0.02060257316260306,0.999962011064193
2.976833976833977,0.25145631067961166,-1.0,-0.9822573120707623,-0.02053354789067209,0.9999715566579362
2.988416988416988,0.25072604065827686,-1.0,-0.9822489938038161,-0.020463677739427297,0.9999810702708586
3.0,0.25,-1.0,-0.9822409426332742,-0.02039298765741452,0.9999905515115101
